Datetime,Adj Close,Close,High,Low,Open,Volume
2024-11-24 01:10:00+00:00,98303.8046875,98303.8046875,98303.8046875,98303.8046875,98303.8046875,1171456
2024-11-24 01:12:00+00:00,98250.4375,98250.4375,98250.4375,98250.4375,98250.4375,60461056
2024-11-24 01:15:00+00:00,98403.8125,98403.8125,98403.8125,98403.8125,98403.8125,58941440
2024-11-24 01:16:00+00:00,98426.7578125,98426.7578125,98426.7578125,98426.7578125,98426.7578125,20504576
2024-11-24 01:18:00+00:00,98348.8515625,98348.8515625,98348.8515625,98348.8515625,98348.8515625,116404224
2024-11-24 01:19:00+00:00,98314.25,98314.25,98314.25,98314.25,98314.25,16097280
2024-11-24 01:21:00+00:00,98225.203125,98225.203125,98225.203125,98225.203125,98225.203125,24539136
2024-11-24 01:22:00+00:00,98206.5703125,98206.5703125,98206.5703125,98206.5703125,98206.5703125,0
2024-11-24 01:24:00+00:00,98205.8125,98205.8125,98205.8125,98205.8125,98205.8125,0
2024-11-24 01:27:00+00:00,98219.53125,98219.53125,98219.53125,98219.53125,98219.53125,0
2024-11-24 01:28:00+00:00,98201.3359375,98201.3359375,98201.3359375,98201.3359375,98201.3359375,0
2024-11-24 01:30:00+00:00,98243.7890625,98243.7890625,98243.7890625,98243.7890625,98243.7890625,0
2024-11-24 01:31:00+00:00,98342.5,98342.5,98342.5,98342.5,98342.5,4820992
2024-11-24 01:33:00+00:00,98337.34375,98337.34375,98337.34375,98337.34375,98337.34375,0
2024-11-24 01:34:00+00:00,98317.3359375,98317.3359375,98317.3359375,98317.3359375,98317.3359375,0
2024-11-24 01:36:00+00:00,98232.578125,98232.578125,98232.578125,98232.578125,98232.578125,0
2024-11-24 01:39:00+00:00,98200.9609375,98200.9609375,98200.9609375,98200.9609375,98200.9609375,0
2024-11-24 01:40:00+00:00,98185.9296875,98185.9296875,98185.9296875,98185.9296875,98185.9296875,294912
2024-11-24 01:42:00+00:00,98228.6015625,98228.6015625,98228.6015625,98228.6015625,98228.6015625,0
2024-11-24 01:43:00+00:00,98235.6875,98235.6875,98235.6875,98235.6875,98235.6875,0
2024-11-24 01:45:00+00:00,98209.3515625,98209.3515625,98209.3515625,98209.3515625,98209.3515625,0
2024-11-24 01:46:00+00:00,98220.703125,98220.703125,98220.703125,98220.703125,98220.703125,1060864
2024-11-24 01:48:00+00:00,98289.1953125,98289.1953125,98289.1953125,98289.1953125,98289.1953125,0
2024-11-24 01:51:00+00:00,98281.046875,98281.046875,98281.046875,98281.046875,98281.046875,0
2024-11-24 01:52:00+00:00,98301.5390625,98301.5390625,98301.5390625,98301.5390625,98301.5390625,0
2024-11-24 01:54:00+00:00,98357.0859375,98357.0859375,98357.0859375,98357.0859375,98357.0859375,0
2024-11-24 01:55:00+00:00,98328.1484375,98328.1484375,98328.1484375,98328.1484375,98328.1484375,0
2024-11-24 01:57:00+00:00,98330.9609375,98330.9609375,98330.9609375,98330.9609375,98330.9609375,0
2024-11-24 01:58:00+00:00,98303.5859375,98303.5859375,98303.5859375,98303.5859375,98303.5859375,0
2024-11-24 02:00:00+00:00,98298.8125,98298.8125,98298.8125,98298.8125,98298.8125,0
2024-11-24 02:03:00+00:00,98346.875,98346.875,98346.875,98346.875,98346.875,0
2024-11-24 02:04:00+00:00,98361.6796875,98361.6796875,98361.6796875,98361.6796875,98361.6796875,0
2024-11-24 02:06:00+00:00,98375.4296875,98375.4296875,98375.4296875,98375.4296875,98375.4296875,835584
2024-11-24 02:07:00+00:00,98465.578125,98465.578125,98465.578125,98465.578125,98465.578125,0
2024-11-24 02:09:00+00:00,98494.65625,98494.65625,98494.65625,98494.65625,98494.65625,5214208
2024-11-24 02:10:00+00:00,98472.28125,98472.28125,98472.28125,98472.28125,98472.28125,4214784
2024-11-24 02:12:00+00:00,98468.8359375,98468.8359375,98468.8359375,98468.8359375,98468.8359375,53026816
2024-11-24 02:14:00+00:00,98569.7265625,98569.7265625,98569.7265625,98569.7265625,98569.7265625,0
2024-11-24 02:15:00+00:00,98586.1328125,98586.1328125,98586.1328125,98586.1328125,98586.1328125,5427200
2024-11-24 02:17:00+00:00,98528.828125,98528.828125,98528.828125,98528.828125,98528.828125,74657792
2024-11-24 02:18:00+00:00,98529.5078125,98529.5078125,98529.5078125,98529.5078125,98529.5078125,3248128
2024-11-24 02:19:00+00:00,98517.4609375,98517.4609375,98517.4609375,98517.4609375,98517.4609375,1257472
2024-11-24 02:20:00+00:00,98469.8984375,98469.8984375,98469.8984375,98469.8984375,98469.8984375,34152448
2024-11-24 02:21:00+00:00,98486.6640625,98486.6640625,98486.6640625,98486.6640625,98486.6640625,4935680
2024-11-24 02:22:00+00:00,98455.53125,98455.53125,98455.53125,98455.53125,98455.53125,0
2024-11-24 02:23:00+00:00,98476.0234375,98476.0234375,98476.0234375,98476.0234375,98476.0234375,11456512
2024-11-24 02:24:00+00:00,98484.4296875,98484.4296875,98484.4296875,98484.4296875,98484.4296875,6397952
2024-11-24 02:26:00+00:00,98534.3359375,98534.3359375,98534.3359375,98534.3359375,98534.3359375,0
2024-11-24 02:27:00+00:00,98560.859375,98560.859375,98560.859375,98560.859375,98560.859375,0
2024-11-24 02:28:00+00:00,98560.859375,98560.859375,98560.859375,98560.859375,98560.859375,0
2024-11-24 02:29:00+00:00,98616.4609375,98616.4609375,98616.4609375,98616.4609375,98616.4609375,5496832
2024-11-24 02:31:00+00:00,98624.609375,98624.609375,98624.609375,98624.609375,98624.609375,28225536
2024-11-24 02:32:00+00:00,98580.09375,98580.09375,98580.09375,98580.09375,98580.09375,8736768
2024-11-24 02:33:00+00:00,98573.828125,98573.828125,98573.828125,98573.828125,98573.828125,15163392
2024-11-24 02:34:00+00:00,98568.3828125,98568.3828125,98568.3828125,98568.3828125,98568.3828125,1515520
2024-11-24 02:35:00+00:00,98576.8984375,98576.8984375,98576.8984375,98576.8984375,98576.8984375,643072
2024-11-24 02:36:00+00:00,98570.75,98570.75,98570.75,98570.75,98570.75,2125824
2024-11-24 02:37:00+00:00,98562.515625,98562.515625,98562.515625,98562.515625,98562.515625,0
2024-11-24 02:39:00+00:00,98569.8671875,98569.8671875,98569.8671875,98569.8671875,98569.8671875,102400
2024-11-24 02:40:00+00:00,98597.0,98597.0,98597.0,98597.0,98597.0,0
2024-11-24 02:41:00+00:00,98609.265625,98609.265625,98609.265625,98609.265625,98609.265625,0
2024-11-24 02:42:00+00:00,98623.1953125,98623.1953125,98623.1953125,98623.1953125,98623.1953125,0
2024-11-24 02:43:00+00:00,98611.078125,98611.078125,98611.078125,98611.078125,98611.078125,1830912
2024-11-24 02:45:00+00:00,98594.4140625,98594.4140625,98594.4140625,98594.4140625,98594.4140625,2306048
2024-11-24 02:46:00+00:00,98591.6640625,98591.6640625,98591.6640625,98591.6640625,98591.6640625,1933312
2024-11-24 02:48:00+00:00,98565.875,98565.875,98565.875,98565.875,98565.875,15454208
2024-11-24 02:51:00+00:00,98575.7734375,98575.7734375,98575.7734375,98575.7734375,98575.7734375,5029888
2024-11-24 02:52:00+00:00,98524.1640625,98524.1640625,98524.1640625,98524.1640625,98524.1640625,0
2024-11-24 02:54:00+00:00,98535.1484375,98535.1484375,98535.1484375,98535.1484375,98535.1484375,0
2024-11-24 02:55:00+00:00,98520.34375,98520.34375,98520.34375,98520.34375,98520.34375,0
2024-11-24 02:57:00+00:00,98522.9765625,98522.9765625,98522.9765625,98522.9765625,98522.9765625,0
2024-11-24 02:58:00+00:00,98508.21875,98508.21875,98508.21875,98508.21875,98508.21875,1576960
2024-11-24 03:00:00+00:00,98516.9609375,98516.9609375,98516.9609375,98516.9609375,98516.9609375,0
2024-11-24 03:02:00+00:00,98442.90625,98442.90625,98442.90625,98442.90625,98442.90625,0
2024-11-24 03:03:00+00:00,98453.2109375,98453.2109375,98453.2109375,98453.2109375,98453.2109375,0
2024-11-24 03:04:00+00:00,98361.4140625,98361.4140625,98361.4140625,98361.4140625,98361.4140625,0
2024-11-24 03:05:00+00:00,98416.1640625,98416.1640625,98416.1640625,98416.1640625,98416.1640625,0
2024-11-24 03:06:00+00:00,98418.375,98418.375,98418.375,98418.375,98418.375,0
2024-11-24 03:07:00+00:00,98491.0,98491.0,98491.0,98491.0,98491.0,1925120
2024-11-24 03:09:00+00:00,98491.8828125,98491.8828125,98491.8828125,98491.8828125,98491.8828125,29200384
2024-11-24 03:10:00+00:00,98493.0234375,98493.0234375,98493.0234375,98493.0234375,98493.0234375,6733824
2024-11-24 03:12:00+00:00,98480.4453125,98480.4453125,98480.4453125,98480.4453125,98480.4453125,0
2024-11-24 03:15:00+00:00,98500.1328125,98500.1328125,98500.1328125,98500.1328125,98500.1328125,23453696
2024-11-24 03:16:00+00:00,98467.7734375,98467.7734375,98467.7734375,98467.7734375,98467.7734375,1826816
2024-11-24 03:18:00+00:00,98511.0703125,98511.0703125,98511.0703125,98511.0703125,98511.0703125,0
2024-11-24 03:19:00+00:00,98535.5,98535.5,98535.5,98535.5,98535.5,81920
2024-11-24 03:21:00+00:00,98497.90625,98497.90625,98497.90625,98497.90625,98497.90625,15503360
2024-11-24 03:22:00+00:00,98512.140625,98512.140625,98512.140625,98512.140625,98512.140625,0
2024-11-24 03:24:00+00:00,98502.8046875,98502.8046875,98502.8046875,98502.8046875,98502.8046875,0
2024-11-24 03:27:00+00:00,98381.7265625,98381.7265625,98381.7265625,98381.7265625,98381.7265625,0
2024-11-24 03:28:00+00:00,98408.0546875,98408.0546875,98408.0546875,98408.0546875,98408.0546875,0
2024-11-24 03:30:00+00:00,98398.015625,98398.015625,98398.015625,98398.015625,98398.015625,0
2024-11-24 03:31:00+00:00,98361.5390625,98361.5390625,98361.5390625,98361.5390625,98361.5390625,966656
2024-11-24 03:33:00+00:00,98353.53125,98353.53125,98353.53125,98353.53125,98353.53125,0
2024-11-24 03:34:00+00:00,98325.078125,98325.078125,98325.078125,98325.078125,98325.078125,3330048
2024-11-24 03:36:00+00:00,98374.7578125,98374.7578125,98374.7578125,98374.7578125,98374.7578125,28323840
2024-11-24 03:39:00+00:00,98339.6171875,98339.6171875,98339.6171875,98339.6171875,98339.6171875,143360
2024-11-24 03:40:00+00:00,98303.703125,98303.703125,98303.703125,98303.703125,98303.703125,0
2024-11-24 03:42:00+00:00,98295.296875,98295.296875,98295.296875,98295.296875,98295.296875,0
2024-11-24 03:43:00+00:00,98298.46875,98298.46875,98298.46875,98298.46875,98298.46875,1839104
2024-11-24 03:45:00+00:00,98289.8984375,98289.8984375,98289.8984375,98289.8984375,98289.8984375,13160448
2024-11-24 03:46:00+00:00,98314.46875,98314.46875,98314.46875,98314.46875,98314.46875,4087808
2024-11-24 03:48:00+00:00,98332.4453125,98332.4453125,98332.4453125,98332.4453125,98332.4453125,0
2024-11-24 03:51:00+00:00,98290.4140625,98290.4140625,98290.4140625,98290.4140625,98290.4140625,0
2024-11-24 03:52:00+00:00,98234.765625,98234.765625,98234.765625,98234.765625,98234.765625,0
2024-11-24 03:54:00+00:00,98232.640625,98232.640625,98232.640625,98232.640625,98232.640625,1912832
2024-11-24 03:55:00+00:00,98248.7734375,98248.7734375,98248.7734375,98248.7734375,98248.7734375,0
2024-11-24 03:57:00+00:00,98250.9296875,98250.9296875,98250.9296875,98250.9296875,98250.9296875,0
2024-11-24 03:58:00+00:00,98245.7578125,98245.7578125,98245.7578125,98245.7578125,98245.7578125,0
2024-11-24 04:00:00+00:00,98290.125,98290.125,98290.125,98290.125,98290.125,16596992
2024-11-24 04:02:00+00:00,98236.5703125,98236.5703125,98236.5703125,98236.5703125,98236.5703125,0
2024-11-24 04:03:00+00:00,98243.109375,98243.109375,98243.109375,98243.109375,98243.109375,0
2024-11-24 04:04:00+00:00,98251.34375,98251.34375,98251.34375,98251.34375,98251.34375,0
2024-11-24 04:06:00+00:00,98279.6484375,98279.6484375,98279.6484375,98279.6484375,98279.6484375,0
2024-11-24 04:07:00+00:00,98331.25,98331.25,98331.25,98331.25,98331.25,0
2024-11-24 04:09:00+00:00,98342.046875,98342.046875,98342.046875,98342.046875,98342.046875,0
2024-11-24 04:10:00+00:00,98350.265625,98350.265625,98350.265625,98350.265625,98350.265625,528384
2024-11-24 04:12:00+00:00,98317.0078125,98317.0078125,98317.0078125,98317.0078125,98317.0078125,0
2024-11-24 04:13:00+00:00,98304.8359375,98304.8359375,98304.8359375,98304.8359375,98304.8359375,0
2024-11-24 04:15:00+00:00,98290.765625,98290.765625,98290.765625,98290.765625,98290.765625,0
2024-11-24 04:16:00+00:00,98270.1796875,98270.1796875,98270.1796875,98270.1796875,98270.1796875,0
2024-11-24 04:17:00+00:00,98192.0546875,98192.0546875,98192.0546875,98192.0546875,98192.0546875,0
2024-11-24 04:18:00+00:00,98191.8203125,98191.8203125,98191.8203125,98191.8203125,98191.8203125,0
2024-11-24 04:19:00+00:00,98144.546875,98144.546875,98144.546875,98144.546875,98144.546875,0
2024-11-24 04:21:00+00:00,98145.1796875,98145.1796875,98145.1796875,98145.1796875,98145.1796875,0
2024-11-24 04:22:00+00:00,98169.4609375,98169.4609375,98169.4609375,98169.4609375,98169.4609375,0
2024-11-24 04:24:00+00:00,98269.1484375,98269.1484375,98269.1484375,98269.1484375,98269.1484375,0
2024-11-24 04:27:00+00:00,98249.7734375,98249.7734375,98249.7734375,98249.7734375,98249.7734375,0
2024-11-24 04:28:00+00:00,98236.9140625,98236.9140625,98236.9140625,98236.9140625,98236.9140625,0
2024-11-24 04:29:00+00:00,98231.3984375,98231.3984375,98231.3984375,98231.3984375,98231.3984375,0
2024-11-24 04:30:00+00:00,98217.5234375,98217.5234375,98217.5234375,98217.5234375,98217.5234375,0
2024-11-24 04:31:00+00:00,98229.859375,98229.859375,98229.859375,98229.859375,98229.859375,0
2024-11-24 04:32:00+00:00,98224.7734375,98224.7734375,98224.7734375,98224.7734375,98224.7734375,0
2024-11-24 04:33:00+00:00,98180.515625,98180.515625,98180.515625,98180.515625,98180.515625,0
2024-11-24 04:34:00+00:00,98153.9609375,98153.9609375,98153.9609375,98153.9609375,98153.9609375,0
2024-11-24 04:35:00+00:00,98114.5703125,98114.5703125,98114.5703125,98114.5703125,98114.5703125,0
2024-11-24 04:36:00+00:00,98138.84375,98138.84375,98138.84375,98138.84375,98138.84375,0
2024-11-24 04:38:00+00:00,98058.3359375,98058.3359375,98058.3359375,98058.3359375,98058.3359375,0
2024-11-24 04:40:00+00:00,98065.1328125,98065.1328125,98065.1328125,98065.1328125,98065.1328125,10575872
2024-11-24 04:41:00+00:00,98076.8984375,98076.8984375,98076.8984375,98076.8984375,98076.8984375,0
2024-11-24 04:42:00+00:00,98108.1484375,98108.1484375,98108.1484375,98108.1484375,98108.1484375,0
2024-11-24 04:43:00+00:00,98111.734375,98111.734375,98111.734375,98111.734375,98111.734375,0
2024-11-24 04:45:00+00:00,98125.6640625,98125.6640625,98125.6640625,98125.6640625,98125.6640625,0
2024-11-24 04:46:00+00:00,98150.34375,98150.34375,98150.34375,98150.34375,98150.34375,0
2024-11-24 04:48:00+00:00,98218.5234375,98218.5234375,98218.5234375,98218.5234375,98218.5234375,0
2024-11-24 04:50:00+00:00,98154.140625,98154.140625,98154.140625,98154.140625,98154.140625,0
2024-11-24 04:51:00+00:00,98139.578125,98139.578125,98139.578125,98139.578125,98139.578125,0
2024-11-24 04:52:00+00:00,98138.15625,98138.15625,98138.15625,98138.15625,98138.15625,0
2024-11-24 04:53:00+00:00,98179.34375,98179.34375,98179.34375,98179.34375,98179.34375,0
2024-11-24 04:54:00+00:00,98199.578125,98199.578125,98199.578125,98199.578125,98199.578125,0
2024-11-24 04:55:00+00:00,98223.953125,98223.953125,98223.953125,98223.953125,98223.953125,249856
2024-11-24 04:56:00+00:00,98289.375,98289.375,98289.375,98289.375,98289.375,1703936
2024-11-24 04:57:00+00:00,98295.40625,98295.40625,98295.40625,98295.40625,98295.40625,0
2024-11-24 04:58:00+00:00,98286.078125,98286.078125,98286.078125,98286.078125,98286.078125,11952128
2024-11-24 05:00:00+00:00,98288.8984375,98288.8984375,98288.8984375,98288.8984375,98288.8984375,0
2024-11-24 05:01:00+00:00,98274.8359375,98274.8359375,98274.8359375,98274.8359375,98274.8359375,73728
2024-11-24 05:03:00+00:00,98279.53125,98279.53125,98279.53125,98279.53125,98279.53125,0
2024-11-24 05:04:00+00:00,98277.90625,98277.90625,98277.90625,98277.90625,98277.90625,0
2024-11-24 05:05:00+00:00,98287.765625,98287.765625,98287.765625,98287.765625,98287.765625,0
2024-11-24 05:06:00+00:00,98285.859375,98285.859375,98285.859375,98285.859375,98285.859375,122880
2024-11-24 05:07:00+00:00,98293.9609375,98293.9609375,98293.9609375,98293.9609375,98293.9609375,0
2024-11-24 05:09:00+00:00,98313.953125,98313.953125,98313.953125,98313.953125,98313.953125,0
2024-11-24 05:10:00+00:00,98340.40625,98340.40625,98340.40625,98340.40625,98340.40625,0
2024-11-24 05:12:00+00:00,98361.5546875,98361.5546875,98361.5546875,98361.5546875,98361.5546875,0
2024-11-24 05:15:00+00:00,98341.3515625,98341.3515625,98341.3515625,98341.3515625,98341.3515625,0
2024-11-24 05:16:00+00:00,98331.5,98331.5,98331.5,98331.5,98331.5,4538368
2024-11-24 05:18:00+00:00,98360.6171875,98360.6171875,98360.6171875,98360.6171875,98360.6171875,12656640
2024-11-24 05:19:00+00:00,98376.515625,98376.515625,98376.515625,98376.515625,98376.515625,0
2024-11-24 05:21:00+00:00,98354.5546875,98354.5546875,98354.5546875,98354.5546875,98354.5546875,1089536
2024-11-24 05:22:00+00:00,98367.65625,98367.65625,98367.65625,98367.65625,98367.65625,0
2024-11-24 05:24:00+00:00,98366.2265625,98366.2265625,98366.2265625,98366.2265625,98366.2265625,0
2024-11-24 05:26:00+00:00,98307.5234375,98307.5234375,98307.5234375,98307.5234375,98307.5234375,1855488
2024-11-24 05:27:00+00:00,98310.109375,98310.109375,98310.109375,98310.109375,98310.109375,0
2024-11-24 05:28:00+00:00,98268.34375,98268.34375,98268.34375,98268.34375,98268.34375,1245184
2024-11-24 05:29:00+00:00,98274.171875,98274.171875,98274.171875,98274.171875,98274.171875,0
2024-11-24 05:30:00+00:00,98271.0390625,98271.0390625,98271.0390625,98271.0390625,98271.0390625,180224
2024-11-24 05:31:00+00:00,98238.7265625,98238.7265625,98238.7265625,98238.7265625,98238.7265625,208896
2024-11-24 05:33:00+00:00,98156.921875,98156.921875,98156.921875,98156.921875,98156.921875,0
2024-11-24 05:34:00+00:00,98150.7109375,98150.7109375,98150.7109375,98150.7109375,98150.7109375,0
2024-11-24 05:36:00+00:00,98206.5625,98206.5625,98206.5625,98206.5625,98206.5625,0
2024-11-24 05:37:00+00:00,98192.7421875,98192.7421875,98192.7421875,98192.7421875,98192.7421875,5120000
2024-11-24 05:39:00+00:00,98076.8125,98076.8125,98076.8125,98076.8125,98076.8125,278528
2024-11-24 05:40:00+00:00,98054.84375,98054.84375,98054.84375,98054.84375,98054.84375,0
2024-11-24 05:41:00+00:00,98064.0703125,98064.0703125,98064.0703125,98064.0703125,98064.0703125,19828736
2024-11-24 05:42:00+00:00,98058.65625,98058.65625,98058.65625,98058.65625,98058.65625,1056768
2024-11-24 05:43:00+00:00,98070.4609375,98070.4609375,98070.4609375,98070.4609375,98070.4609375,0
2024-11-24 05:45:00+00:00,98046.34375,98046.34375,98046.34375,98046.34375,98046.34375,4059136
2024-11-24 05:46:00+00:00,98093.3671875,98093.3671875,98093.3671875,98093.3671875,98093.3671875,0
2024-11-24 05:48:00+00:00,98154.984375,98154.984375,98154.984375,98154.984375,98154.984375,0
2024-11-24 05:51:00+00:00,98221.5625,98221.5625,98221.5625,98221.5625,98221.5625,52674560
2024-11-24 05:52:00+00:00,98212.6796875,98212.6796875,98212.6796875,98212.6796875,98212.6796875,5533696
2024-11-24 05:54:00+00:00,98203.8359375,98203.8359375,98203.8359375,98203.8359375,98203.8359375,18210816
2024-11-24 05:55:00+00:00,98294.0703125,98294.0703125,98294.0703125,98294.0703125,98294.0703125,1228800
2024-11-24 05:57:00+00:00,98328.8984375,98328.8984375,98328.8984375,98328.8984375,98328.8984375,35209216
2024-11-24 05:58:00+00:00,98347.0625,98347.0625,98347.0625,98347.0625,98347.0625,1187840
2024-11-24 06:00:00+00:00,98361.4140625,98361.4140625,98361.4140625,98361.4140625,98361.4140625,47267840
2024-11-24 06:01:00+00:00,98371.75,98371.75,98371.75,98371.75,98371.75,8085504
2024-11-24 06:03:00+00:00,98400.296875,98400.296875,98400.296875,98400.296875,98400.296875,0
2024-11-24 06:05:00+00:00,98319.4765625,98319.4765625,98319.4765625,98319.4765625,98319.4765625,15400960
2024-11-24 06:06:00+00:00,98363.6640625,98363.6640625,98363.6640625,98363.6640625,98363.6640625,0
2024-11-24 06:07:00+00:00,98371.4921875,98371.4921875,98371.4921875,98371.4921875,98371.4921875,3698688
2024-11-24 06:09:00+00:00,98328.7890625,98328.7890625,98328.7890625,98328.7890625,98328.7890625,31485952
2024-11-24 06:10:00+00:00,98328.8046875,98328.8046875,98328.8046875,98328.8046875,98328.8046875,1912832
2024-11-24 06:11:00+00:00,98301.9140625,98301.9140625,98301.9140625,98301.9140625,98301.9140625,24854528
2024-11-24 06:12:00+00:00,98291.8515625,98291.8515625,98291.8515625,98291.8515625,98291.8515625,0
2024-11-24 06:14:00+00:00,98270.0390625,98270.0390625,98270.0390625,98270.0390625,98270.0390625,18984960
2024-11-24 06:15:00+00:00,98263.984375,98263.984375,98263.984375,98263.984375,98263.984375,0
2024-11-24 06:16:00+00:00,98258.0234375,98258.0234375,98258.0234375,98258.0234375,98258.0234375,5300224
2024-11-24 06:17:00+00:00,98186.9375,98186.9375,98186.9375,98186.9375,98186.9375,11636736
2024-11-24 06:18:00+00:00,98162.1328125,98162.1328125,98162.1328125,98162.1328125,98162.1328125,4280320
2024-11-24 06:19:00+00:00,98183.1875,98183.1875,98183.1875,98183.1875,98183.1875,0
2024-11-24 06:20:00+00:00,98158.9609375,98158.9609375,98158.9609375,98158.9609375,98158.9609375,8744960
2024-11-24 06:21:00+00:00,98214.5625,98214.5625,98214.5625,98214.5625,98214.5625,25370624
2024-11-24 06:22:00+00:00,98196.1171875,98196.1171875,98196.1171875,98196.1171875,98196.1171875,8077312
2024-11-24 06:23:00+00:00,98202.7109375,98202.7109375,98202.7109375,98202.7109375,98202.7109375,14626816
